question,answer
Alex Blackwell attended attended what kind of university located in his home state?,"Joyce Pipkin; Joyce Clarence Pipkin (January 9, 1924 �?April 11, 2017) was an American football offensive end who played for the New York Giants and Los Angeles Dons."
"What two things were invented by the man who is the namesake for the prize for Quantum Electronics, awarded annually since 1981?","Two Things at Once; Two Things at Once is a compilation album by the American punk rock band the Descendents, released in 1988 through SST Records."
The 2015 Michigan State Spartans football team played in the Championship game for the conference ahead of which team due to a tie-breaking head-to-head win?,1993 Michigan State Spartans football team; The 1993 Michigan State Spartans football team competed on behalf of Michigan State University in the Big Ten Conference during the 1993 NCAA Division I-A football season.
Britain's Got Talent included which singer and rapper on the judging panel for its sixth season?,Britain's Got Talent (series 11); The eleventh series of Britain's Got Talent premiered on 15 April 2017 and concluded on 3 June 2017.
The winner of Female Performer of the Year at the 2008 AVN Awards co-founded a band whose debut album was released in what year?,The Explorers Club (band); The Explorers Club are a Pop rock band originally from the coast of South Carolina.
Trey Parker and Matt Stone created which series that features an episode where a main character comes across a truckload of fetuses he cannot sell?,"South Park (season 9); Season nine of ""South Park"", an American animated television series created by Trey Parker and Matt Stone, began airing on March 9, 2005."
"The song ""The Beautiful Briny"" was used in a 1971 musical film based on what book by Mary Norton?","Bedknobs and Broomsticks; Bedknobs and Broomsticks is a 1971 British-American musical fantasy film produced by Walt Disney Productions and released by Buena Vista Distribution Company in North America on December 13, 1971."
Chrono Trigger was scored by which composer and sound producer?,"Final Fantasy Chronicles; Final Fantasy Chronicles is a compilation of Square's role-playing video games ""Final Fantasy IV"" and ""Chrono Trigger"", released for the North American Sony PlayStation on June 29, 2001."
How many government representatives does the largest island in the world have?,"Akimiski Island; Akimiski Island is the largest island in James Bay (a southeasterly extension of Hudson Bay), Canada, which is part of the Qikiqtaaluk Region of the territory of Nunavut."
"What North American mine produced the highest amount of gold, Ruth Mine or Copperfields Mine?","Lake Shore Mine; The Lake Shore Mine is a gold mine located in Kirkland Lake, Ontario."
Who directed the war film that the book a Gypsy good time was reportedly based on?,"A Gypsy Good Time; A Gypsy Good Time is a 1992"" noir"" detective novel by Viet Nam War veteran Gustav Hasford and the last novel he completed before his death in 1993, at forty-five years old."
Border Ruffian wa sa name given to pro-slavery activists by what types of Kansas settlers?,"Jayhawker; Jayhawkers is a term that came to prominence just before the American Civil War in Bleeding Kansas, where it was adopted by militant bands affiliated with the free-state cause."
In what city is the university in which Emiliano Bolongaita serves as executive director located?,"Robert Marks (vocal coach); Robert “Bob�?Marks is an American vocal coach, music arranger, accompanist, conductor, and music director located in New York City."
Who is this person that funded the online bank X.com and founded Zip2?,"Abbey National; Abbey National plc was a bank based in the United Kingdom and former building society, which latterly traded under the Abbey brand name."
" ""Goosebumps"" is a song by an American rapper from what city and state?","No Love; ""No Love"" is a song by American rapper Eminem, and was released as the third official single from his seventh album, ""Recovery"" (2010)."
Paul Sophus Epstein was part of a group that help conceptualize quantum mechanics with a physicist who won the Nobel Prize in what year?,"Jose Acacio de Barros; José Acacio de Barros (born 1967, Barra Mansa, RJ, Brazil) is a Brazilian-American physicist and philosopher with contributions to the foundations of quantum mechanics, quantum cosmology, and quantum cognition."
Which short film produced by Pixar was released in conjunction with the sequel to Finding Nemo?,Nemo &amp; Friends SeaRider; Nemo & Friends SeaRider is a simulator ride at Tokyo DisneySea at Tokyo Disney Resort.
Which of the 3 lyricists for the musical Aladdin died in 1991?,"José Piñera Carvallo; Manuel José Piñera Carvallo (1917 �?June 3, 1991) was a Chilean engineer, diplomat and Christian Democratic politician."
Which state owns the organisation which owns the New South Wales Metropolitan Rail Area?,"New South Wales Metropolitan Rail Area; The New South Wales Metropolitan Rail Area (MRA) is the government-operated railway network centred on Sydney and bounded by in the north, in the west, and Glenlee and in the south."
Where was the movie filmed that was directed by the 2014 Man Booker Prize winner that was entered into the 48th Berlin International Film Festival?,"Manuel Gutiérrez Aragón; Manuel Gutiérrez Aragón (Torrelavega, Cantabria 2 January 1940) is a Spanish screenwriter and film director."
"Which genus of plant grows larger, Cobaea, or Galanthus?","Ranunculus acraeus; Ranunculus acraeus, more commonly known as Alpine Buttercup, is a species of the buttercup family, Ranunculaceae, found in New Zealand."
Which Australian woman found in the boot of her car inspired the contemporary opera Midnight Son?,Rallye rim; A Rallye rim (or Rally wheel) is a term used in automotive design for optional race car inspired wheels.
In what city is the transmitter located for the station that Hal Scott worked at in the 1960's and 1970's?,"WKOI-TV; WKOI-TV, virtual channel 43 (UHF digital channel 39), is an American television station owned and operated by the Trinity Broadcasting Network and is one of the network's original affiliates."
What do Paul Day and Lemmy have in common?,Stand by Your Man (EP); Stand by Your Man is an EP released in 1982.
What two leagues did the 600 appearance former Leeds player plan in?,"Edwin Holliday; Edwin Holliday (born 17 June 1939) is an English former footballer who played for Middlesbrough, Sheffield Wednesday, Hereford United, Workington and Peterborough United before retiring in 1970 due to injury."
The Way You Love Me was the second single from what album that was Faith Hill's fourth studio album? ,"Martina McBride discography; The discography of American country artist Martina McBride consists of thirteen studio albums, one live album, four compilation albums, two video albums, three additional albums, forty five music videos, fifty one singles, sixteen other charting songs, and forty five album appearances."
Which Argentinian artist was featured in El Disco de Rebelde Way?,"Será Porque Te Quiero; ""Será Porque Te Quiero"" (""It Must Be Because I Love You"") is the sixth and the final single by Erreway from their debut album ""Señales""."
"Which magazine was published more frequently, Hello Mr. or Nintendo Power?","NF Magazine; Nintendo Force, or NF Magazine, is a bi-monthly magazine that centers upon various Nintendo hardware products such as the Wii, Wii U, Nintendo DS, Nintendo Switch, Nintendo 3DS."
"As deputy First Minister of Northern Ireland, James Martin Pacelli McGuinness and the The First Minister have overall responsibilities for what?",Executive Office (Northern Ireland); The Executive Office is a devolved Northern Ireland government department in the Northern Ireland Executive with overall responsibility for the running of the Executive.
When did the leader of Uganda when Geoffrey Oryema was smuggled across the Ugandan border end his presidency?,Beat the Border; Beat the Border is the second studio album from Ugandan artist Geoffrey Oryema.
What company does a daughter of Peggy Lipton have a line for?,"Logie Awards of 1970; The 12th Annual ""TV Week"" Logie Awards were presented on Friday 20 March 1970 at Southern Cross Hotel in Melbourne and broadcast on the Nine Network."
